	x	y	time
t_46_obs_83	1031.5	406.5	46
t_46_obs_84	398.5	146.5	46
t_47_obs_0	72.5	474.5	47
t_47_obs_1	811.5	218.5	47
t_47_obs_2	472.5	126.5	47
t_47_obs_3	108.5	400.5	47
t_47_obs_4	935.5	177.5	47
t_47_obs_5	504.5	173.5	47
t_47_obs_6	777.5	214.5	47
t_47_obs_7	337.5	645.5	47
t_47_obs_8	410.5	96.5	47
t_47_obs_9	455.5	164.5	47
t_47_obs_10	234.5	392.5	47
t_47_obs_11	103.5	512.5	47
t_47_obs_12	792.5	167.5	47
t_47_obs_13	700.5	34.5	47
t_47_obs_14	931.5	480.5	47
t_47_obs_15	342.5	466.5	47
t_47_obs_16	100.5	550.5	47
t_47_obs_17	124.5	466.5	47
t_47_obs_18	345.5	434.5	47
t_47_obs_19	422.5	626.5	47
t_47_obs_20	914.5	563.5	47
t_47_obs_21	130.5	608.5	47
t_47_obs_22	235.5	336.5	47
t_47_obs_23	290.5	326.5	47
t_47_obs_24	1010.5	428.5	47
t_47_obs_25	1040.5	374.5	47
t_47_obs_26	49.5	414.5	47
t_47_obs_27	269.5	482.5	47
t_47_obs_28	1059.5	396.5	47
t_47_obs_29	972.5	164.5	47
t_47_obs_30	346.5	617.5	47
t_47_obs_31	994.5	234.5	47
t_47_obs_32	932.5	524.5	47
t_47_obs_33	963.5	508.5	47
t_47_obs_34	1000.5	398.5	47
t_47_obs_35	314.5	633.5	47
t_47_obs_36	403.5	433.5	47
t_47_obs_37	981.5	528.5	47
t_47_obs_38	51.5	454.5	47
t_47_obs_39	1081.5	390.5	47
t_47_obs_40	566.5	431.5	47
t_47_obs_41	1035.5	399.5	47
t_47_obs_42	554.5	468.5	47
t_47_obs_43	212.5	563.5	47
t_47_obs_44	279.5	656.5	47
t_47_obs_45	382.5	618.5	47
t_47_obs_46	540.5	394.5	47
t_47_obs_47	393.5	160.5	47
t_47_obs_48	1058.5	432.5	47
t_47_obs_49	502.5	150.5	47
t_47_obs_50	155.5	512.5	47
t_47_obs_51	233.5	24.5	47
t_47_obs_52	214.5	506.5	47
t_47_obs_53	178.5	611.5	47
t_47_obs_54	382.5	200.5	47
t_47_obs_55	134.5	527.5	47
t_47_obs_56	896.5	249.5	47
t_47_obs_57	948.5	575.5	47
t_47_obs_58	359.5	144.5	47
t_47_obs_59	392.5	675.5	47
t_47_obs_60	522.5	483.5	47
t_47_obs_61	1.5	483.5	47
t_47_obs_62	210.5	43.5	47
t_47_obs_63	383.5	408.5	47
t_47_obs_64	490.5	467.5	47
t_47_obs_65	846.5	203.5	47
t_47_obs_66	148.5	447.5	47
t_47_obs_67	171.5	31.5	47
t_47_obs_68	254.5	672.5	47
t_47_obs_69	433.5	644.5	47
t_47_obs_70	977.5	250.5	47
t_47_obs_71	206.5	625.5	47
t_47_obs_72	467.5	427.5	47
t_47_obs_73	185.5	534.5	47
t_47_obs_74	423.5	153.5	47
t_47_obs_75	346.5	109.5	47
t_47_obs_76	141.5	590.5	47
t_47_obs_77	264.5	66.5	47
t_47_obs_78	208.5	584.5	47
t_47_obs_79	229.5	492.5	47
t_47_obs_80	200.5	62.5	47
t_47_obs_81	1038.5	428.5	47
t_47_obs_82	512.5	431.5	47
t_47_obs_83	227.5	577.5	47
t_48_obs_0	453.5	161.5	48
t_48_obs_1	479.5	119.5	48
t_48_obs_2	793.5	170.5	48
t_48_obs_3	775.5	218.5	48
t_48_obs_4	1031.5	397.5	48
t_48_obs_5	816.5	219.5	48
t_48_obs_6	226.5	392.5	48
t_48_obs_7	73.5	475.5	48
t_48_obs_8	969.5	168.5	48
t_48_obs_9	97.5	551.5	48
t_48_obs_10	966.5	510.5	48
t_48_obs_11	932.5	177.5	48
t_48_obs_12	95.5	512.5	48
t_48_obs_13	184.5	536.5	48
t_48_obs_14	338.5	467.5	48
t_48_obs_15	537.5	454.5	48
t_48_obs_16	689.5	39.5	48
t_48_obs_17	383.5	198.5	48
t_48_obs_18	233.5	336.5	48
t_48_obs_19	1080.5	389.5	48
t_48_obs_20	996.5	393.5	48
t_48_obs_21	402.5	439.5	48
t_48_obs_22	121.5	467.5	48
t_48_obs_23	288.5	328.5	48
t_48_obs_24	425.5	624.5	48
t_48_obs_25	992.5	237.5	48
t_48_obs_26	337.5	650.5	48
t_48_obs_27	109.5	404.5	48
t_48_obs_28	498.5	154.5	48
t_48_obs_29	984.5	534.5	48
t_48_obs_30	33.5	418.5	48
t_48_obs_31	1062.5	432.5	48
t_48_obs_32	356.5	148.5	48
t_48_obs_33	203.5	625.5	48
t_48_obs_34	44.5	455.5	48
t_48_obs_35	134.5	528.5	48
t_48_obs_36	502.5	178.5	48
t_48_obs_37	307.5	627.5	48
t_48_obs_38	389.5	162.5	48
t_48_obs_39	341.5	431.5	48
t_48_obs_40	856.5	193.5	48
t_48_obs_41	349.5	621.5	48
t_48_obs_42	916.5	565.5	48
t_48_obs_43	502.5	427.5	48
t_48_obs_44	887.5	251.5	48
t_48_obs_45	268.5	488.5	48
t_48_obs_46	572.5	470.5	48
t_48_obs_47	67.5	445.5	48
t_48_obs_48	378.5	617.5	48
t_48_obs_49	1010.5	427.5	48
t_48_obs_50	408.5	99.5	48
t_48_obs_51	343.5	112.5	48
t_48_obs_52	380.5	410.5	48
t_48_obs_53	253.5	671.5	48
t_48_obs_54	932.5	526.5	48
t_48_obs_55	141.5	448.5	48
t_48_obs_56	1037.5	431.5	48
t_48_obs_57	232.5	28.5	48
t_48_obs_58	1051.5	377.5	48
t_48_obs_59	933.5	477.5	48
t_48_obs_60	171.5	35.5	48
t_48_obs_61	951.5	580.5	48
t_48_obs_62	279.5	656.5	48
t_48_obs_63	390.5	678.5	48
t_48_obs_64	223.5	576.5	48
t_48_obs_65	152.5	518.5	48
t_48_obs_66	226.5	494.5	48
t_48_obs_67	425.5	648.5	48
t_48_obs_68	211.5	49.5	48
t_48_obs_69	133.5	607.5	48
t_48_obs_70	173.5	615.5	48
t_48_obs_71	494.5	471.5	48
t_48_obs_72	974.5	250.5	48
t_48_obs_73	466.5	427.5	48
t_48_obs_74	540.5	399.5	48
t_48_obs_75	525.5	485.5	48
t_48_obs_76	262.5	69.5	48
t_48_obs_77	208.5	562.5	48
t_48_obs_78	261.5	11.5	48
t_48_obs_79	398.5	649.5	48
t_48_obs_80	1034.5	366.5	48
t_48_obs_81	566.5	435.5	48
t_48_obs_82	418.5	156.5	48
t_48_obs_83	185.5	2.5	48
t_48_obs_84	215.5	511.5	48
t_48_obs_85	124.5	499.5	48
t_48_obs_86	1054.5	403.5	48
t_48_obs_87	133.5	587.5	48
t_48_obs_88	164.5	545.5	48
t_48_obs_89	195.5	64.5	48
t_48_obs_90	847.5	213.5	48
t_49_obs_0	70.5	473.5	49
t_49_obs_1	776.5	217.5	49
t_49_obs_2	813.5	219.5	49
t_49_obs_3	107.5	400.5	49
t_49_obs_4	123.5	466.5	49
t_49_obs_5	1007.5	425.5	49
t_49_obs_6	449.5	165.5	49
t_49_obs_7	409.5	98.5	49
t_49_obs_8	382.5	199.5	49
t_49_obs_9	338.5	468.5	49
t_49_obs_10	965.5	509.5	49
t_49_obs_11	288.5	325.5	49
t_49_obs_12	478.5	119.5	49
t_49_obs_13	303.5	623.5	49
t_49_obs_14	1062.5	429.5	49
t_49_obs_15	794.5	167.5	49
t_49_obs_16	234.5	336.5	49
t_49_obs_17	142.5	507.5	49
t_49_obs_18	226.5	388.5	49
t_49_obs_19	338.5	651.5	49
t_49_obs_20	929.5	176.5	49
t_49_obs_21	100.5	510.5	49
t_49_obs_22	42.5	451.5	49
t_49_obs_23	972.5	168.5	49
t_49_obs_24	1028.5	393.5	49
t_49_obs_25	985.5	535.5	49
t_49_obs_26	72.5	444.5	49
t_49_obs_27	687.5	43.5	49
t_49_obs_28	1078.5	386.5	49
t_49_obs_29	932.5	483.5	49
t_49_obs_30	1033.5	434.5	49
t_49_obs_31	343.5	432.5	49
t_49_obs_32	1024.5	365.5	49
t_49_obs_33	40.5	413.5	49
t_49_obs_34	496.5	152.5	49
t_49_obs_35	952.5	581.5	49
t_49_obs_36	497.5	175.5	49
t_49_obs_37	165.5	543.5	49
t_49_obs_38	96.5	549.5	49
t_49_obs_39	929.5	524.5	49
t_49_obs_40	171.5	32.5	49
t_49_obs_41	211.5	49.5	49
t_49_obs_42	226.5	497.5	49
t_49_obs_43	790.5	393.5	49
t_49_obs_44	390.5	166.5	49
t_49_obs_45	992.5	238.5	49
t_49_obs_46	1055.5	367.5	49
t_49_obs_47	916.5	566.5	49
t_49_obs_48	142.5	447.5	49
t_49_obs_49	856.5	197.5	49
t_49_obs_50	1001.5	389.5	49
t_49_obs_51	130.5	609.5	49
t_49_obs_52	379.5	410.5	49
t_49_obs_53	351.5	147.5	49
t_49_obs_54	400.5	438.5	49
t_49_obs_55	222.5	575.5	49
t_49_obs_56	427.5	642.5	49
t_49_obs_57	381.5	614.5	49
t_49_obs_58	131.5	588.5	49
t_49_obs_59	278.5	657.5	49
t_49_obs_60	342.5	616.5	49
t_49_obs_61	466.5	426.5	49
t_49_obs_62	173.5	618.5	49
t_49_obs_63	566.5	467.5	49
t_49_obs_64	390.5	678.5	49
t_49_obs_65	294.5	485.5	49
t_49_obs_66	542.5	396.5	49
t_49_obs_67	194.5	64.5	49
t_49_obs_68	266.5	63.5	49
t_49_obs_69	186.5	537.5	49
t_49_obs_70	532.5	452.5	49
t_49_obs_71	1.5	484.5	49
t_49_obs_72	420.5	623.5	49
t_49_obs_73	234.5	22.5	49
t_49_obs_74	254.5	672.5	49
t_49_obs_75	202.5	564.5	49
t_49_obs_76	267.5	488.5	49
t_49_obs_77	492.5	480.5	49
t_49_obs_78	263.5	13.5	49
t_49_obs_79	201.5	624.5	49
t_49_obs_80	116.5	498.5	49
t_49_obs_81	420.5	161.5	49
t_49_obs_82	166.5	523.5	49
t_49_obs_83	504.5	429.5	49
t_49_obs_84	1.5	308.5	49
t_49_obs_85	878.5	265.5	49
t_49_obs_86	970.5	254.5	49
t_49_obs_87	116.5	569.5	49
t_50_obs_0	686.5	47.5	50
t_50_obs_1	409.5	98.5	50
t_50_obs_2	774.5	225.5	50
t_50_obs_3	381.5	199.5	50
t_50_obs_4	344.5	434.5	50
t_50_obs_5	72.5	472.5	50
t_50_obs_6	108.5	397.5	50
t_50_obs_7	147.5	510.5	50
t_50_obs_8	451.5	171.5	50
t_50_obs_9	813.5	219.5	50
t_50_obs_10	97.5	549.5	50
t_50_obs_11	378.5	410.5	50
t_50_obs_12	399.5	437.5	50
t_50_obs_13	277.5	657.5	50
t_50_obs_14	476.5	122.5	50
t_50_obs_15	428.5	624.5	50
t_50_obs_16	45.5	451.5	50
t_50_obs_17	1080.5	389.5	50
t_50_obs_18	234.5	337.5	50
t_50_obs_19	338.5	467.5	50
t_50_obs_20	125.5	501.5	50
t_50_obs_21	1026.5	398.5	50
t_50_obs_22	135.5	589.5	50
t_50_obs_23	973.5	167.5	50
t_50_obs_24	301.5	622.5	50
t_50_obs_25	43.5	410.5	50
t_50_obs_26	1051.5	372.5	50
t_50_obs_27	225.5	387.5	50
t_50_obs_28	287.5	321.5	50
t_50_obs_29	496.5	176.5	50
t_50_obs_30	337.5	646.5	50
t_50_obs_31	238.5	24.5	50
t_50_obs_32	931.5	175.5	50
t_50_obs_33	1004.5	427.5	50
t_50_obs_34	948.5	584.5	50
t_50_obs_35	123.5	467.5	50
t_50_obs_36	983.5	540.5	50
t_50_obs_37	929.5	525.5	50
t_50_obs_38	393.5	676.5	50
t_50_obs_39	989.5	239.5	50
t_50_obs_40	791.5	167.5	50
t_50_obs_41	389.5	160.5	50
t_50_obs_42	1033.5	433.5	50
t_50_obs_43	929.5	487.5	50
t_50_obs_44	214.5	48.5	50
t_50_obs_45	145.5	448.5	50
t_50_obs_46	344.5	620.5	50
t_50_obs_47	982.5	572.5	50
t_50_obs_48	253.5	673.5	50
t_50_obs_49	171.5	547.5	50
t_50_obs_50	846.5	208.5	50
t_50_obs_51	355.5	135.5	50
t_50_obs_52	526.5	452.5	50
t_50_obs_53	1019.5	363.5	50
t_50_obs_54	916.5	570.5	50
t_50_obs_55	170.5	34.5	50
t_50_obs_56	468.5	431.5	50
t_50_obs_57	194.5	64.5	50
t_50_obs_58	183.5	3.5	50
t_50_obs_59	228.5	572.5	50
t_50_obs_60	791.5	392.5	50
t_50_obs_61	501.5	154.5	50
t_50_obs_62	1060.5	430.5	50
t_50_obs_63	964.5	508.5	50
t_50_obs_64	293.5	489.5	50
t_50_obs_65	172.5	622.5	50
t_50_obs_66	1001.5	385.5	50
t_50_obs_67	383.5	612.5	50
t_50_obs_68	219.5	512.5	50
t_50_obs_69	200.5	563.5	50
t_50_obs_70	1051.5	404.5	50
t_50_obs_71	265.5	12.5	50
t_50_obs_72	342.5	161.5	50
t_50_obs_73	202.5	623.5	50
t_50_obs_74	566.5	467.5	50
t_50_obs_75	108.5	522.5	50
t_50_obs_76	410.5	643.5	50
t_50_obs_77	265.5	63.5	50
t_50_obs_78	500.5	479.5	50
t_50_obs_79	521.5	480.5	50
t_50_obs_80	74.5	438.5	50
t_50_obs_81	419.5	153.5	50
t_50_obs_82	272.5	497.5	50
t_50_obs_83	216.5	547.5	50
t_50_obs_84	187.5	531.5	50
t_50_obs_85	906.5	243.5	50
t_50_obs_86	510.5	418.5	50
t_50_obs_87	542.5	390.5	50
t_50_obs_88	1.5	482.5	50
t_50_obs_89	960.5	221.5	50
t_51_obs_0	98.5	517.5	51
t_51_obs_1	451.5	169.5	51
t_51_obs_2	71.5	471.5	51
t_51_obs_3	776.5	229.5	51
t_51_obs_4	933.5	175.5	51
t_51_obs_5	99.5	548.5	51
t_51_obs_6	1036.5	400.5	51
t_51_obs_7	811.5	219.5	51
t_51_obs_8	229.5	386.5	51
t_51_obs_9	383.5	199.5	51
t_51_obs_10	294.5	616.5	51
t_51_obs_11	952.5	584.5	51
t_51_obs_12	685.5	42.5	51
t_51_obs_13	344.5	437.5	51
t_51_obs_14	171.5	34.5	51
t_51_obs_15	477.5	121.5	51
t_51_obs_16	1083.5	390.5	51
t_51_obs_17	333.5	648.5	51
t_51_obs_18	133.5	518.5	51
t_51_obs_19	857.5	196.5	51
t_51_obs_20	293.5	319.5	51
t_51_obs_21	127.5	465.5	51
t_51_obs_22	985.5	536.5	51
t_51_obs_23	398.5	436.5	51
t_51_obs_24	495.5	168.5	51
t_51_obs_25	341.5	158.5	51
t_51_obs_26	143.5	447.5	51
t_51_obs_27	104.5	395.5	51
t_51_obs_28	43.5	409.5	51
t_51_obs_29	801.5	162.5	51
t_51_obs_30	1004.5	428.5	51
t_51_obs_31	386.5	613.5	51
t_51_obs_32	184.5	535.5	51
t_51_obs_33	48.5	450.5	51
t_51_obs_34	974.5	174.5	51
t_51_obs_35	1002.5	383.5	51
t_51_obs_36	235.5	338.5	51
t_51_obs_37	389.5	158.5	51
t_51_obs_38	933.5	476.5	51
t_51_obs_39	355.5	129.5	51
t_51_obs_40	1057.5	428.5	51
t_51_obs_41	338.5	472.5	51
t_51_obs_42	1024.5	362.5	51
t_51_obs_43	410.5	98.5	51
t_51_obs_44	915.5	569.5	51
t_51_obs_45	165.5	546.5	51
t_51_obs_46	933.5	527.5	51
t_51_obs_47	790.5	394.5	51
t_51_obs_48	991.5	236.5	51
t_51_obs_49	228.5	23.5	51
t_51_obs_50	342.5	622.5	51
t_51_obs_51	142.5	588.5	51
t_51_obs_52	1055.5	368.5	51
t_51_obs_53	214.5	46.5	51
t_51_obs_54	377.5	406.5	51
t_51_obs_55	227.5	572.5	51
t_51_obs_56	430.5	621.5	51
t_51_obs_57	517.5	448.5	51
t_51_obs_58	781.5	166.5	51
t_51_obs_59	956.5	505.5	51
t_51_obs_60	280.5	656.5	51
t_51_obs_61	393.5	674.5	51
t_51_obs_62	1033.5	440.5	51
t_51_obs_63	492.5	482.5	51
t_51_obs_64	572.5	467.5	51
t_51_obs_65	174.5	620.5	51
t_51_obs_66	984.5	573.5	51
t_51_obs_67	195.5	64.5	51
t_51_obs_68	200.5	622.5	51
t_51_obs_69	410.5	132.5	51
t_51_obs_70	976.5	251.5	51
t_51_obs_71	417.5	154.5	51
t_51_obs_72	465.5	429.5	51
t_51_obs_73	117.5	494.5	51
t_51_obs_74	257.5	675.5	51
t_51_obs_75	370.5	650.5	51
t_51_obs_76	128.5	605.5	51
t_51_obs_77	71.5	432.5	51
t_51_obs_78	195.5	566.5	51
t_51_obs_79	164.5	525.5	51
t_51_obs_80	1057.5	399.5	51
t_51_obs_81	429.5	649.5	51
t_51_obs_82	849.5	216.5	51
t_51_obs_83	267.5	62.5	51
t_51_obs_84	513.5	417.5	51
t_51_obs_85	151.5	506.5	51
t_51_obs_86	221.5	513.5	51
t_51_obs_87	1023.5	420.5	51
t_51_obs_88	519.5	480.5	51
t_51_obs_89	832.5	198.5	51
t_52_obs_0	447.5	170.5	52
t_52_obs_1	38.5	406.5	52
t_52_obs_2	69.5	470.5	52
t_52_obs_3	390.5	156.5	52
t_52_obs_4	381.5	197.5	52
t_52_obs_5	102.5	511.5	52
t_52_obs_6	124.5	465.5	52
t_52_obs_7	291.5	620.5	52
t_52_obs_8	1034.5	398.5	52
t_52_obs_9	684.5	42.5	52
t_52_obs_10	760.5	210.5	52
t_52_obs_11	399.5	435.5	52
t_52_obs_12	334.5	647.5	52
t_52_obs_13	236.5	342.5	52
t_52_obs_14	99.5	552.5	52
t_52_obs_15	476.5	119.5	52
t_52_obs_16	408.5	98.5	52
t_52_obs_17	802.5	163.5	52
t_52_obs_18	500.5	149.5	52
t_52_obs_19	46.5	450.5	52
t_52_obs_20	140.5	504.5	52
t_52_obs_21	343.5	435.5	52
t_52_obs_22	129.5	605.5	52
t_52_obs_23	464.5	429.5	52
t_52_obs_24	979.5	235.5	52
t_52_obs_25	232.5	384.5	52
t_52_obs_26	1080.5	388.5	52
t_52_obs_27	1033.5	437.5	52
t_52_obs_28	277.5	654.5	52
t_52_obs_29	1008.5	391.5	52
t_52_obs_30	1006.5	426.5	52
t_52_obs_31	1054.5	370.5	52
t_52_obs_32	339.5	471.5	52
t_52_obs_33	214.5	44.5	52
t_52_obs_34	109.5	396.5	52
t_52_obs_35	1056.5	429.5	52
t_52_obs_36	960.5	507.5	52
t_52_obs_37	803.5	219.5	52
t_52_obs_38	974.5	175.5	52
t_52_obs_39	343.5	620.5	52
t_52_obs_40	146.5	593.5	52
t_52_obs_41	255.5	676.5	52
t_52_obs_42	199.5	566.5	52
t_52_obs_43	353.5	130.5	52
t_52_obs_44	518.5	443.5	52
t_52_obs_45	431.5	618.5	52
t_52_obs_46	296.5	316.5	52
t_52_obs_47	1025.5	363.5	52
t_52_obs_48	393.5	673.5	52
t_52_obs_49	967.5	551.5	52
t_52_obs_50	965.5	200.5	52
t_52_obs_51	929.5	175.5	52
t_52_obs_52	386.5	612.5	52
t_52_obs_53	237.5	19.5	52
t_52_obs_54	430.5	643.5	52
t_52_obs_55	780.5	171.5	52
t_52_obs_56	377.5	406.5	52
t_52_obs_57	916.5	574.5	52
t_52_obs_58	169.5	34.5	52
t_52_obs_59	492.5	172.5	52
t_52_obs_60	937.5	538.5	52
t_52_obs_61	343.5	160.5	52
t_52_obs_62	142.5	446.5	52
t_52_obs_63	929.5	480.5	52
t_52_obs_64	783.5	231.5	52
t_52_obs_65	485.5	479.5	52
t_52_obs_66	988.5	538.5	52
t_52_obs_67	183.5	535.5	52
t_52_obs_68	855.5	195.5	52
t_52_obs_69	791.5	391.5	52
t_52_obs_70	168.5	549.5	52
t_52_obs_71	225.5	570.5	52
t_52_obs_72	952.5	584.5	52
t_52_obs_73	225.5	504.5	52
t_52_obs_74	985.5	570.5	52
t_52_obs_75	420.5	155.5	52
t_52_obs_76	286.5	270.5	52
t_52_obs_77	195.5	63.5	52
t_52_obs_78	139.5	524.5	52
t_52_obs_79	969.5	253.5	52
t_52_obs_80	199.5	597.5	52
t_52_obs_81	419.5	698.5	52
t_52_obs_82	517.5	476.5	52
t_52_obs_83	182.5	4.5	52
t_52_obs_84	783.5	208.5	52
t_52_obs_85	406.5	637.5	52
t_52_obs_86	266.5	60.5	52
t_52_obs_87	514.5	412.5	52
t_52_obs_88	471.5	152.5	52
t_52_obs_89	577.5	464.5	52
t_52_obs_90	199.5	621.5	52
t_52_obs_91	953.5	221.5	52
t_52_obs_92	175.5	621.5	52
t_52_obs_93	1060.5	400.5	52
t_52_obs_94	360.5	637.5	52
t_53_obs_0	676.5	43.5	53
t_53_obs_1	952.5	583.5	53
t_53_obs_2	781.5	168.5	53
t_53_obs_3	408.5	96.5	53
t_53_obs_4	928.5	176.5	53
t_53_obs_5	382.5	197.5	53
t_53_obs_6	105.5	396.5	53
t_53_obs_7	395.5	433.5	53
t_53_obs_8	121.5	465.5	53
t_53_obs_9	294.5	618.5	53
t_53_obs_10	1081.5	387.5	53
t_53_obs_11	100.5	508.5	53
t_53_obs_12	1034.5	440.5	53
t_53_obs_13	804.5	220.5	53
t_53_obs_14	474.5	116.5	53
t_53_obs_15	294.5	316.5	53
t_53_obs_16	445.5	174.5	53
t_53_obs_17	338.5	650.5	53
t_53_obs_18	759.5	204.5	53
t_53_obs_19	974.5	169.5	53
t_53_obs_20	236.5	384.5	53
t_53_obs_21	42.5	448.5	53
t_53_obs_22	235.5	342.5	53
t_53_obs_23	65.5	464.5	53
t_53_obs_24	432.5	617.5	53
t_53_obs_25	345.5	436.5	53
t_53_obs_26	385.5	611.5	53
t_53_obs_27	490.5	159.5	53
t_53_obs_28	134.5	510.5	53
t_53_obs_29	1006.5	420.5	53
t_53_obs_30	468.5	431.5	53
t_53_obs_31	391.5	159.5	53
t_53_obs_32	144.5	590.5	53
t_53_obs_33	1027.5	362.5	53
t_53_obs_34	417.5	151.5	53
t_53_obs_35	340.5	469.5	53
t_53_obs_36	99.5	550.5	53
t_53_obs_37	225.5	570.5	53
t_53_obs_38	783.5	230.5	53
t_53_obs_39	179.5	532.5	53
t_53_obs_40	165.5	549.5	53
t_53_obs_41	473.5	148.5	53
t_53_obs_42	68.5	436.5	53
t_53_obs_43	930.5	482.5	53
t_53_obs_44	1038.5	395.5	53
t_53_obs_45	1003.5	384.5	53
t_53_obs_46	918.5	577.5	53
t_53_obs_47	932.5	536.5	53
t_53_obs_48	951.5	556.5	53
t_53_obs_49	843.5	204.5	53
t_53_obs_50	41.5	402.5	53
t_53_obs_51	240.5	17.5	53
t_53_obs_52	1005.5	527.5	53
t_53_obs_53	255.5	673.5	53
t_53_obs_54	344.5	623.5	53
t_53_obs_55	171.5	32.5	53
t_53_obs_56	1061.5	427.5	53
t_53_obs_57	802.5	163.5	53
t_53_obs_58	128.5	604.5	53
t_53_obs_59	364.5	416.5	53
t_53_obs_60	974.5	543.5	53
t_53_obs_61	792.5	392.5	53
t_53_obs_62	343.5	161.5	53
t_53_obs_63	357.5	130.5	53
t_53_obs_64	392.5	678.5	53
t_53_obs_65	141.5	442.5	53
t_53_obs_66	427.5	641.5	53
t_53_obs_67	214.5	43.5	53
t_53_obs_68	196.5	570.5	53
t_53_obs_69	520.5	444.5	53
t_53_obs_70	195.5	64.5	53
t_53_obs_71	483.5	478.5	53
t_53_obs_72	1054.5	377.5	53
t_53_obs_73	961.5	506.5	53
t_53_obs_74	277.5	650.5	53
t_53_obs_75	283.5	269.5	53
t_53_obs_76	269.5	55.5	53
t_53_obs_77	984.5	566.5	53
t_53_obs_78	578.5	464.5	53
t_53_obs_79	1003.5	547.5	53
t_53_obs_80	1038.5	419.5	53
t_53_obs_81	112.5	573.5	53
t_53_obs_82	505.5	145.5	53
t_53_obs_83	990.5	241.5	53
t_53_obs_84	784.5	208.5	53
t_53_obs_85	883.5	262.5	53
t_53_obs_86	970.5	253.5	53
t_53_obs_87	198.5	617.5	53
t_53_obs_88	177.5	622.5	53
t_53_obs_89	359.5	637.5	53
t_53_obs_90	400.5	181.5	53
t_53_obs_91	260.5	485.5	53
t_54_obs_0	65.5	465.5	54
t_54_obs_1	1080.5	389.5	54
t_54_obs_2	106.5	395.5	54
t_54_obs_3	451.5	181.5	54
t_54_obs_4	99.5	552.5	54
t_54_obs_5	381.5	198.5	54
t_54_obs_6	690.5	54.5	54
t_54_obs_7	348.5	439.5	54
t_54_obs_8	1010.5	420.5	54
t_54_obs_9	236.5	390.5	54
t_54_obs_10	415.5	154.5	54
t_54_obs_11	1041.5	401.5	54
t_54_obs_12	1028.5	363.5	54
t_54_obs_13	343.5	472.5	54
t_54_obs_14	393.5	431.5	54
t_54_obs_15	477.5	119.5	54
t_54_obs_16	291.5	622.5	54
t_54_obs_17	66.5	435.5	54
t_54_obs_18	756.5	208.5	54
t_54_obs_19	166.5	552.5	54
t_54_obs_20	170.5	36.5	54
t_54_obs_21	3.5	483.5	54
t_54_obs_22	297.5	318.5	54
t_54_obs_23	235.5	345.5	54
t_54_obs_24	1003.5	386.5	54
t_54_obs_25	913.5	578.5	54
t_54_obs_26	120.5	467.5	54
t_54_obs_27	101.5	511.5	54
t_54_obs_28	930.5	179.5	54
t_54_obs_29	140.5	508.5	54
t_54_obs_30	48.5	452.5	54
t_54_obs_31	492.5	169.5	54
t_54_obs_32	813.5	222.5	54
t_54_obs_33	391.5	155.5	54
t_54_obs_34	784.5	227.5	54
t_54_obs_35	993.5	231.5	54
t_54_obs_36	385.5	613.5	54
t_54_obs_37	409.5	97.5	54
t_54_obs_38	217.5	46.5	54
t_54_obs_39	276.5	653.5	54
t_54_obs_40	144.5	589.5	54
t_54_obs_41	36.5	407.5	54
t_54_obs_42	254.5	677.5	54
t_54_obs_43	333.5	649.5	54
t_54_obs_44	967.5	509.5	54
t_54_obs_45	932.5	539.5	54
t_54_obs_46	677.5	37.5	54
t_54_obs_47	853.5	207.5	54
t_54_obs_48	239.5	21.5	54
t_54_obs_49	972.5	171.5	54
t_54_obs_50	373.5	403.5	54
t_54_obs_51	467.5	429.5	54
t_54_obs_52	504.5	146.5	54
t_54_obs_53	1056.5	374.5	54
t_54_obs_54	182.5	536.5	54
t_54_obs_55	928.5	484.5	54
t_54_obs_56	361.5	129.5	54
t_54_obs_57	432.5	644.5	54
t_54_obs_58	1034.5	441.5	54
t_54_obs_59	1061.5	433.5	54
t_54_obs_60	791.5	393.5	54
t_54_obs_61	971.5	543.5	54
t_54_obs_62	196.5	64.5	54
t_54_obs_63	1007.5	528.5	54
t_54_obs_64	127.5	604.5	54
t_54_obs_65	285.5	270.5	54
t_54_obs_66	482.5	479.5	54
t_54_obs_67	790.5	165.5	54
t_54_obs_68	429.5	616.5	54
t_54_obs_69	340.5	624.5	54
t_54_obs_70	986.5	566.5	54
t_54_obs_71	136.5	529.5	54
t_54_obs_72	140.5	450.5	54
t_54_obs_73	395.5	676.5	54
t_54_obs_74	922.5	269.5	54
t_54_obs_75	346.5	160.5	54
t_54_obs_76	951.5	586.5	54
t_54_obs_77	179.5	6.5	54
t_54_obs_78	1042.5	421.5	54
t_54_obs_79	197.5	619.5	54
t_54_obs_80	223.5	571.5	54
t_54_obs_81	268.5	61.5	54
t_54_obs_82	520.5	445.5	54
t_54_obs_83	580.5	463.5	54
t_54_obs_84	950.5	529.5	54
t_54_obs_85	227.5	503.5	54
t_54_obs_86	512.5	413.5	54
t_54_obs_87	116.5	530.5	54
t_54_obs_88	400.5	182.5	54
t_54_obs_89	476.5	145.5	54
t_54_obs_90	192.5	573.5	54
t_54_obs_91	886.5	267.5	54
t_54_obs_92	385.5	121.5	54
t_54_obs_93	515.5	483.5	54
t_55_obs_0	788.5	172.5	55
t_55_obs_1	238.5	390.5	55
t_55_obs_2	66.5	464.5	55
t_55_obs_3	454.5	182.5	55
t_55_obs_4	686.5	39.5	55
t_55_obs_5	1082.5	388.5	55
